inx,x,y,z,rx,ry,rz,p,v
124,2.133245,1.606442,-0.1091101,25.78262,258.7958,356.9204,P32,longdress
125,2.137085,1.607554,-0.1125756,24.99433,259.3864,357.0978,P32,longdress
126,2.140741,1.608551,-0.1166985,24.35536,259.7504,357.2056,P32,longdress
127,2.144301,1.609456,-0.1210632,23.84979,260.0109,357.284,P32,longdress
128,2.146224,1.610037,-0.1245548,23.52441,260.143,357.3594,P32,longdress
129,2.149633,1.61081,-0.131288,23.03518,260.3542,357.398,P32,longdress
130,2.151674,1.61161,-0.1367826,22.7976,260.4775,357.3603,P32,longdress
131,2.153495,1.612516,-0.1418285,22.6523,260.5327,357.3869,P32,longdress
132,2.154991,1.613626,-0.1472182,22.42783,260.6364,357.4456,P32,longdress
133,2.156792,1.614787,-0.1525613,21.92189,260.7095,357.4489,P32,longdress
134,2.158702,1.615865,-0.1579181,21.27663,260.8217,357.4324,P32,longdress
135,2.161052,1.616751,-0.1625406,20.50043,260.999,357.4543,P32,longdress
136,2.163358,1.617725,-0.1669822,19.98468,261.2578,357.4808,P32,longdress
137,2.165657,1.619057,-0.1713159,19.57558,261.6449,357.4562,P32,longdress
138,2.168323,1.620355,-0.1755542,18.94808,262.0013,357.3776,P32,longdress
139,2.171005,1.621728,-0.1790007,18.26133,262.3803,357.4203,P32,longdress
140,2.171766,1.623528,-0.1820475,17.64964,262.7617,357.5746,P32,longdress
141,2.174373,1.625472,-0.1851726,16.92199,263.0371,357.7929,P32,longdress
142,2.176686,1.626776,-0.1872418,16.37009,263.1943,357.8602,P32,longdress
143,2.181852,1.628928,-0.1906952,15.12866,263.5541,357.836,P32,longdress
144,2.186105,1.630625,-0.1930168,14.27044,263.9448,357.875,P32,longdress
145,2.190378,1.632095,-0.1948602,13.17996,264.2313,357.9015,P32,longdress
146,2.194448,1.633631,-0.1966868,12.10424,264.4884,357.9189,P32,longdress
147,2.196993,1.634497,-0.1977859,11.37362,264.712,357.8643,P32,longdress
148,2.202231,1.635607,-0.1995448,10.09546,265.179,357.8451,P32,longdress
149,2.205764,1.636988,-0.2006274,9.630974,265.3719,357.7885,P32,longdress
150,2.209023,1.638098,-0.2011148,8.972862,265.4547,357.6358,P32,longdress
151,2.211694,1.638685,-0.2015626,8.103189,265.5464,357.5327,P32,longdress
152,2.213649,1.639026,-0.2016113,7.405833,265.5976,357.5178,P32,longdress
153,2.214723,1.640084,-0.2016672,7.273242,265.6141,357.5537,P32,longdress
154,2.215045,1.641768,-0.2016577,7.347208,265.5969,357.6126,P32,longdress
155,2.214931,1.643028,-0.2016653,7.307289,265.4747,357.6739,P32,longdress
156,2.214743,1.643602,-0.2015969,7.237974,265.3791,357.6923,P32,longdress
157,2.215254,1.644558,-0.2015802,7.136006,265.1719,357.6772,P32,longdress
158,2.215815,1.64499,-0.2010562,7.119568,265.0443,357.6844,P32,longdress
159,2.216177,1.645194,-0.2003876,7.012491,265.0237,357.696,P32,longdress
160,2.216326,1.645392,-0.1999795,6.921608,265.0447,357.6817,P32,longdress
161,2.216579,1.645472,-0.1995308,6.815328,265.1377,357.6535,P32,longdress
162,2.217241,1.645289,-0.1989097,6.602189,265.1543,357.5365,P32,longdress
163,2.218393,1.645107,-0.1986336,6.418499,265.0369,357.3702,P32,longdress
164,2.219734,1.644521,-0.1986183,6.03968,264.8358,357.3147,P32,longdress
165,2.221284,1.644082,-0.1978132,5.659906,264.4205,357.2878,P32,longdress
166,2.222222,1.644989,-0.196779,5.772207,263.9369,357.3221,P32,longdress
167,2.222271,1.646107,-0.1959373,5.836428,263.4997,357.4766,P32,longdress
168,2.221997,1.647564,-0.195405,5.671397,263.2168,357.531,P32,longdress
169,2.221739,1.648931,-0.195174,5.351615,263.1943,357.4635,P32,longdress
170,2.22176,1.650255,-0.1950651,5.174029,263.1967,357.3879,P32,longdress
171,2.222125,1.650784,-0.1945717,4.809842,263.1586,357.3467,P32,longdress
172,2.223256,1.650708,-0.1943683,4.330773,263.1412,357.3313,P32,longdress
173,2.224751,1.650676,-0.1942376,3.893116,263.1739,357.2543,P32,longdress
174,2.226127,1.650871,-0.1943739,3.390537,263.1676,357.2349,P32,longdress
175,2.226508,1.651095,-0.194394,3.125391,263.1066,357.2399,P32,longdress
176,2.227482,1.65164,-0.1950193,2.753497,263.01,357.2738,P32,longdress
177,2.227956,1.651843,-0.1954519,2.414965,262.8486,357.2927,P32,longdress
178,2.228122,1.652099,-0.1961457,2.217224,262.7229,357.2637,P32,longdress
179,2.2282,1.652379,-0.1967541,2.099785,262.6461,357.2555,P32,longdress
180,2.228255,1.652367,-0.1976156,1.814424,262.5852,357.281,P32,longdress
181,2.228457,1.652135,-0.1988702,1.487778,262.5672,357.3466,P32,longdress
182,2.228724,1.652215,-0.2001671,1.392656,262.6137,357.3241,P32,longdress
183,2.229072,1.652042,-0.201234,1.255222,262.6575,357.3239,P32,longdress
184,2.2295,1.651568,-0.202088,1.034677,262.7238,357.4551,P32,longdress
185,2.229997,1.651489,-0.2027922,0.9088345,262.858,357.4781,P32,longdress
186,2.229889,1.651768,-0.2033718,0.9499248,263.0908,357.4078,P32,longdress
187,2.230156,1.652389,-0.2041383,0.8539963,263.3878,357.3962,P32,longdress
188,2.230386,1.653286,-0.204671,0.6268936,263.6766,357.4853,P32,longdress
189,2.230978,1.653565,-0.2054503,0.5316617,263.8163,357.5429,P32,longdress
190,2.231296,1.653909,-0.206275,0.2505023,264.0991,357.5943,P32,longdress
191,2.231617,1.653762,-0.2069421,0.06566076,264.3017,357.7341,P32,longdress
192,2.232175,1.653299,-0.2076356,359.9808,264.414,357.873,P32,longdress
193,2.232878,1.652557,-0.208522,359.7546,264.461,357.9365,P32,longdress
194,2.233387,1.65204,-0.2093986,359.6892,264.4259,357.9635,P32,longdress
195,2.233812,1.652008,-0.2100564,359.7087,264.3906,357.9552,P32,longdress
196,2.233723,1.652204,-0.2108137,359.7347,264.3683,357.9556,P32,longdress
197,2.233177,1.652277,-0.2117518,359.8168,264.3278,357.9413,P32,longdress
198,2.232483,1.652789,-0.2132199,359.9892,264.2204,357.9548,P32,longdress
199,2.231925,1.653273,-0.2146272,0.09441769,264.1006,358.0341,P32,longdress
200,2.231533,1.653113,-0.2161087,0.07682119,264.0091,358.1352,P32,longdress
201,2.23121,1.652771,-0.2170404,0.2033501,263.9724,358.2131,P32,longdress
202,2.231011,1.652215,-0.2180941,0.4888745,264.0215,358.2601,P32,longdress
203,2.230924,1.651787,-0.2189737,0.4827327,264.075,358.283,P32,longdress
204,2.230734,1.651404,-0.2203116,0.4701747,264.1953,358.274,P32,longdress
205,2.23066,1.651141,-0.2210773,0.5761922,264.221,358.3336,P32,longdress
206,2.230675,1.651087,-0.2219985,0.5463443,264.2511,358.3749,P32,longdress
207,2.230529,1.6508,-0.2229856,0.5860158,264.2788,358.449,P32,longdress
208,2.230484,1.65094,-0.2231851,0.6330535,264.2491,358.4787,P32,longdress
209,2.229937,1.651049,-0.2242636,0.8628952,264.1103,358.3849,P32,longdress
210,2.229455,1.651216,-0.2249503,1.054659,263.9439,358.2741,P32,longdress
211,2.228993,1.651647,-0.2259598,1.240644,263.7307,358.1801,P32,longdress
212,2.229239,1.651667,-0.2266584,1.302857,263.574,358.0816,P32,longdress
213,2.22967,1.651408,-0.2273839,1.326314,263.5189,358.0584,P32,longdress
214,2.23033,1.651356,-0.227958,1.397219,263.47,358.0852,P32,longdress
215,2.230888,1.651237,-0.2284631,1.387066,263.4217,358.0677,P32,longdress
216,2.231475,1.651063,-0.2288745,1.403137,263.3723,358.0337,P32,longdress
217,2.232147,1.651118,-0.2287581,1.4285,263.4045,358.0313,P32,longdress
218,2.233583,1.650921,-0.2288204,1.347624,263.4726,358.0684,P32,longdress
219,2.234921,1.65095,-0.2283151,1.216671,263.518,358.0115,P32,longdress
220,2.235968,1.651391,-0.227951,1.1671,263.5784,358.0382,P32,longdress
221,2.237033,1.651412,-0.2272514,1.085535,263.6477,358.1004,P32,longdress
222,2.237596,1.65127,-0.2269224,1.021157,263.7511,358.1275,P32,longdress
223,2.239041,1.650627,-0.2260554,0.9843585,263.9053,358.0573,P32,longdress
224,2.239362,1.650742,-0.2251671,1.027497,263.9801,358.0214,P32,longdress
225,2.239357,1.650589,-0.2246041,1.055445,264.0458,357.9919,P32,longdress
226,2.239405,1.651016,-0.2238407,1.168031,264.1587,357.9777,P32,longdress
227,2.239319,1.651162,-0.2236022,1.315376,264.2025,358.0083,P32,longdress
228,2.23927,1.651465,-0.223237,1.423821,264.2567,358.0804,P32,longdress
229,2.239253,1.651351,-0.2229493,1.438443,264.3575,358.1331,P32,longdress
230,2.239392,1.651332,-0.2223641,1.534406,264.5054,358.1194,P32,longdress
231,2.23964,1.651284,-0.2215371,1.626562,264.6846,358.0962,P32,longdress
232,2.24012,1.650933,-0.2208401,1.523813,264.832,357.9904,P32,longdress
233,2.240294,1.650905,-0.2205248,1.593305,264.8465,357.9026,P32,longdress
234,2.240699,1.650734,-0.2198739,1.76972,264.8664,357.8206,P32,longdress
235,2.241078,1.650375,-0.2196572,1.823346,264.8639,357.8343,P32,longdress
236,2.24157,1.650078,-0.2193898,1.760338,264.916,357.7975,P32,longdress
237,2.241785,1.650029,-0.2195159,1.835587,264.8939,357.7925,P32,longdress
238,2.242064,1.650012,-0.2191902,1.951384,264.854,357.7776,P32,longdress
239,2.242386,1.649553,-0.2189562,1.86211,264.8257,357.7335,P32,longdress
240,2.24263,1.649731,-0.2188879,1.886015,264.8197,357.6223,P32,longdress
241,2.242618,1.650063,-0.218894,2.00862,264.7534,357.5612,P32,longdress
242,2.242405,1.650506,-0.2192285,2.098796,264.6273,357.6222,P32,longdress
243,2.242248,1.650678,-0.2196742,2.143518,264.4874,357.7368,P32,longdress
244,2.242161,1.6508,-0.2203497,2.22242,264.4558,357.8113,P32,longdress
245,2.242228,1.650615,-0.2207628,2.214793,264.4559,357.851,P32,longdress
246,2.242308,1.650138,-0.2210627,2.215461,264.3749,357.9159,P32,longdress
247,2.242285,1.649805,-0.2214752,2.323243,264.2595,357.9662,P32,longdress
248,2.242341,1.649318,-0.2218191,2.317614,264.1255,357.9954,P32,longdress
249,2.242556,1.64912,-0.2218627,2.229315,263.9551,357.963,P32,longdress
250,2.242613,1.649236,-0.2221405,2.2236,263.8352,357.9348,P32,longdress
251,2.242935,1.649492,-0.2223898,2.292764,263.5755,357.9,P32,longdress
252,2.243836,1.649294,-0.22271,2.32712,263.412,357.9647,P32,longdress
253,2.244244,1.648845,-0.2231411,2.639257,263.2351,358.0032,P32,longdress
254,2.244417,1.648376,-0.2238772,3.042823,263.074,358.0727,P32,longdress
255,2.244268,1.64754,-0.2245797,3.525406,262.9717,358.2047,P32,longdress
256,2.243824,1.646207,-0.225133,4.298886,262.9816,358.3782,P32,longdress
257,2.242871,1.644457,-0.2250741,5.487801,263.0824,358.6498,P32,longdress
258,2.241688,1.642042,-0.2245139,7.11789,263.1552,359.103,P32,longdress
259,2.240618,1.639402,-0.2242631,9.27875,263.1859,359.443,P32,longdress
260,2.23972,1.636457,-0.2240316,11.00295,263.2804,359.399,P32,longdress
261,2.238679,1.63402,-0.2241493,12.49027,263.3973,359.0941,P32,longdress
262,2.237165,1.632478,-0.2240583,14.01614,263.5585,358.8273,P32,longdress
263,2.235019,1.631142,-0.2240492,15.16721,263.7207,358.7294,P32,longdress
264,2.233652,1.629849,-0.2244111,15.65156,263.8058,358.7515,P32,longdress
265,2.231071,1.627071,-0.22511,16.81157,263.9677,359.188,P32,longdress
266,2.230048,1.625102,-0.2246609,17.29324,263.8213,359.3524,P32,longdress
267,2.229412,1.624001,-0.2241769,17.39442,263.8187,359.3012,P32,longdress
268,2.228616,1.623452,-0.2241712,17.58573,264.1189,359.2338,P32,longdress
269,2.22821,1.623406,-0.2240086,17.65802,264.3695,359.1779,P32,longdress
270,2.227009,1.623318,-0.2246918,17.5579,264.7163,359.2767,P32,longdress
271,2.226328,1.623483,-0.2253731,17.60614,264.7349,359.4896,P32,longdress
272,2.226289,1.623863,-0.2259801,17.52467,264.4063,359.5442,P32,longdress
273,2.22671,1.624005,-0.2261466,17.29498,264.1889,359.5764,P32,longdress
274,2.227068,1.624499,-0.2259988,16.93714,264.1908,359.5584,P32,longdress
275,2.227051,1.625377,-0.2257015,16.66416,264.2692,359.4704,P32,longdress
276,2.22704,1.626513,-0.2252602,16.13562,264.3155,359.3006,P32,longdress
277,2.227107,1.62797,-0.224636,15.28409,264.3248,359.1036,P32,longdress
278,2.227217,1.629101,-0.2242302,14.66387,264.3673,359.0114,P32,longdress
279,2.227959,1.631502,-0.2233413,12.97567,264.5763,358.6093,P32,longdress
280,2.228748,1.633522,-0.223115,11.31745,264.8431,358.2684,P32,longdress
281,2.229493,1.635901,-0.2225154,9.885662,264.9324,358.1142,P32,longdress
282,2.230546,1.638314,-0.2216801,8.455717,264.9722,358.0179,P32,longdress
283,2.23145,1.639765,-0.2213925,7.590037,265.0198,357.9312,P32,longdress
284,2.233768,1.641709,-0.2210593,6.245459,265.1902,357.7235,P32,longdress
285,2.23558,1.642504,-0.2213039,5.568819,265.1869,357.7003,P32,longdress
286,2.236426,1.642961,-0.2213302,5.227322,265.0755,357.8123,P32,longdress
287,2.237298,1.643239,-0.2214334,4.87377,264.9198,358.0113,P32,longdress
288,2.237264,1.64373,-0.2220767,4.480847,264.8707,358.3038,P32,longdress
289,2.236734,1.643868,-0.2225045,4.469736,264.8795,358.4079,P32,longdress
290,2.235809,1.644371,-0.2229862,4.503195,264.9283,358.5781,P32,longdress
291,2.234469,1.645179,-0.2233573,4.338896,264.9698,358.6569,P32,longdress
292,2.233499,1.646023,-0.2234749,4.314977,265.028,358.6488,P32,longdress
293,2.232265,1.647067,-0.2235623,4.392612,265.153,358.6877,P32,longdress
294,2.231781,1.64728,-0.2237539,4.243155,265.2013,358.6847,P32,longdress
295,2.231305,1.647199,-0.2240749,4.029961,265.2033,358.7121,P32,longdress
296,2.230734,1.647536,-0.2245911,4.199022,265.1375,358.8056,P32,longdress
297,2.230078,1.647347,-0.2251716,4.008438,264.9841,358.7613,P32,longdress
298,2.229684,1.647096,-0.2260009,3.768048,264.8305,358.6541,P32,longdress
299,2.229182,1.647004,-0.227058,3.804654,264.587,358.566,P32,longdress
300,2.228636,1.647161,-0.228025,3.864579,264.262,358.5547,P32,longdress
1,1.05634,1.695587,-0.5139323,11.0897,274.879,356.9339,P33,longdress
2,1.058571,1.696269,-0.5193176,11.02174,275.2577,357.326,P33,longdress
3,1.06129,1.696456,-0.5249612,10.83909,275.6157,357.8222,P33,longdress
4,1.06375,1.696704,-0.5315369,10.93566,276.0454,358.3642,P33,longdress
5,1.065617,1.696958,-0.538213,11.35292,276.5114,358.949,P33,longdress
6,1.067864,1.696901,-0.5456609,11.98549,277.1068,359.5389,P33,longdress
7,1.069641,1.69658,-0.5530585,12.54384,277.7745,-0.002505002,P33,longdress
8,1.07112,1.696291,-0.5606177,12.84087,278.5735,0.3939873,P33,longdress
9,1.072875,1.695678,-0.5680439,12.87748,279.1987,0.7596977,P33,longdress
10,1.073516,1.694956,-0.5746526,12.94993,279.7794,1.060521,P33,longdress
11,1.074211,1.694626,-0.5787493,13.20569,280.0983,1.2245,P33,longdress
12,1.075359,1.693942,-0.5859577,14.00904,280.6895,1.483975,P33,longdress
13,1.076426,1.693504,-0.5903366,14.53321,281.2304,1.621849,P33,longdress
14,1.077362,1.692608,-0.5934522,14.92388,281.8077,1.629422,P33,longdress
15,1.079158,1.690894,-0.5965174,15.21469,282.4407,1.539314,P33,longdress
16,1.080592,1.689872,-0.5979143,15.58976,282.8737,1.447427,P33,longdress
17,1.084585,1.688162,-0.600122,16.64029,283.3442,1.224182,P33,longdress
18,1.087801,1.687548,-0.6006646,17.42363,283.6088,1.105885,P33,longdress
19,1.092188,1.68746,-0.6009176,17.77415,284.0012,1.090116,P33,longdress
20,1.098579,1.687648,-0.6022736,17.38646,284.5361,1.10599,P33,longdress
21,1.105181,1.688006,-0.6025831,16.73236,284.9871,1.038568,P33,longdress
22,1.112411,1.688435,-0.6022422,16.33104,285.2886,0.8741452,P33,longdress
23,1.121164,1.688955,-0.6019229,16.06103,285.3528,0.6451498,P33,longdress
24,1.13055,1.689263,-0.6010033,15.82634,285.3151,0.443963,P33,longdress
25,1.137192,1.689277,-0.6001865,15.66656,285.3273,0.3654889,P33,longdress
26,1.151769,1.689113,-0.5986183,15.12807,285.3443,0.1263081,P33,longdress
27,1.162603,1.688325,-0.5967191,14.75997,285.3143,359.8946,P33,longdress
28,1.173701,1.687482,-0.5942968,14.56747,285.1725,359.6951,P33,longdress
29,1.185035,1.686179,-0.5915239,14.54117,285.0468,359.4541,P33,longdress
30,1.192567,1.685017,-0.5891576,14.61167,284.966,359.285,P33,longdress
31,1.207449,1.68262,-0.583331,14.72728,284.8839,359.0143,P33,longdress
32,1.214988,1.681811,-0.5804495,14.76747,284.845,358.9061,P33,longdress
33,1.225426,1.6806,-0.5754278,14.98951,284.7847,358.7597,P33,longdress
34,1.23569,1.679944,-0.5705502,15.66782,284.6239,358.6349,P33,longdress
35,1.244373,1.679284,-0.5652255,16.44834,284.3704,358.4723,P33,longdress
36,1.253174,1.678017,-0.5604144,16.87444,284.1274,358.1667,P33,longdress
37,1.261389,1.676507,-0.5559381,17.23976,283.8537,357.663,P33,longdress
38,1.270018,1.675223,-0.5521104,17.7024,283.509,356.7764,P33,longdress
39,1.278734,1.675085,-0.548813,18.30687,283.0224,355.6636,P33,longdress
40,1.286498,1.675917,-0.5454442,18.74958,282.6499,354.6327,P33,longdress
41,1.293522,1.677162,-0.5435638,18.81067,282.643,354.0369,P33,longdress
42,1.299143,1.678619,-0.5424266,18.66846,282.8037,354.0443,P33,longdress
43,1.304659,1.679943,-0.5424201,18.35826,282.8332,354.2634,P33,longdress
44,1.308803,1.680688,-0.543196,18.07192,282.8048,354.314,P33,longdress
45,1.316525,1.681151,-0.5453564,17.60689,282.8239,354.2757,P33,longdress
46,1.322181,1.681253,-0.5477039,17.61245,282.7925,354.2151,P33,longdress
47,1.32626,1.681168,-0.5500754,17.77041,282.6323,354.0378,P33,longdress
48,1.330105,1.681228,-0.5530526,17.85561,282.4598,353.6969,P33,longdress
49,1.333559,1.681542,-0.5568378,17.84266,282.3808,353.3868,P33,longdress
50,1.336701,1.681819,-0.5614299,17.5975,282.397,353.2673,P33,longdress
51,1.339812,1.681701,-0.566813,17.10298,282.4775,353.2958,P33,longdress
52,1.34262,1.68111,-0.5731355,16.68617,282.5938,353.297,P33,longdress
53,1.345083,1.680391,-0.5800648,16.46464,282.6552,353.2119,P33,longdress
54,1.347867,1.679334,-0.587524,16.37264,282.5732,352.9523,P33,longdress
55,1.35046,1.678374,-0.5952353,16.25633,282.4476,352.6253,P33,longdress
56,1.353148,1.677502,-0.6033156,16.31301,282.1921,352.2141,P33,longdress
57,1.354663,1.677383,-0.6113321,16.63873,282.0028,351.6833,P33,longdress
58,1.356016,1.677663,-0.6171834,16.86072,282.0613,351.4091,P33,longdress
59,1.358058,1.678238,-0.6288424,16.92785,282.2966,351.1795,P33,longdress
60,1.359035,1.678526,-0.6379095,16.8671,282.621,351.3241,P33,longdress
61,1.360673,1.677979,-0.6473481,16.79075,282.933,351.4892,P33,longdress
62,1.362281,1.676921,-0.6570113,16.89459,283.3657,351.5762,P33,longdress
63,1.363502,1.67578,-0.6667933,17.46597,283.9809,351.6429,P33,longdress
64,1.365139,1.674958,-0.6767013,18.44823,284.6398,351.6473,P33,longdress
65,1.365863,1.674888,-0.6864043,19.6912,285.2678,351.703,P33,longdress
66,1.365634,1.674727,-0.695752,20.65567,285.6382,351.77,P33,longdress
67,1.364887,1.674585,-0.7049153,21.44857,286.0849,351.9069,P33,longdress
68,1.36401,1.674118,-0.7144676,21.52637,286.7137,352.1526,P33,longdress
69,1.364297,1.673122,-0.7242296,20.97102,287.5187,352.5638,P33,longdress
70,1.363996,1.672466,-0.7331079,20.5686,288.2742,352.8956,P33,longdress
71,1.36425,1.671753,-0.7414684,20.28216,289.1221,353.1413,P33,longdress
72,1.358374,1.671898,-0.742217,20.14569,289.6085,353.3105,P33,longdress
73,1.36014,1.670984,-0.7532636,19.71453,290.688,353.7025,P33,longdress
74,1.361102,1.670048,-0.7609488,19.52854,291.3649,354.0077,P33,longdress
75,1.361819,1.669179,-0.7680436,19.63012,291.8217,354.2944,P33,longdress
76,1.362725,1.668679,-0.7745186,19.62025,292.2648,354.5672,P33,longdress
77,1.363159,1.668355,-0.7784972,19.56424,292.5654,354.6693,P33,longdress
78,1.363889,1.668332,-0.7861152,19.4825,293.3088,354.7035,P33,longdress
79,1.364657,1.668551,-0.7911,19.28602,293.7863,354.7518,P33,longdress
80,1.365377,1.669116,-0.795723,19.09703,294.102,354.7987,P33,longdress
81,1.365982,1.669701,-0.8001956,18.86321,294.3906,354.8782,P33,longdress
82,1.366434,1.669928,-0.8046605,18.62344,294.6443,355.0345,P33,longdress
83,1.367141,1.670233,-0.8086793,18.48162,294.7432,355.1944,P33,longdress
84,1.368048,1.670654,-0.8124519,18.41733,294.7701,355.3519,P33,longdress
85,1.369034,1.670932,-0.8159193,18.24776,294.8328,355.4479,P33,longdress
86,1.369717,1.671036,-0.818,18.13736,294.9218,355.5099,P33,longdress
87,1.370929,1.67144,-0.8215263,17.93155,295.1135,355.6282,P33,longdress
88,1.371618,1.671856,-0.8237739,17.80528,295.2143,355.7142,P33,longdress
89,1.372454,1.672266,-0.8255664,17.55368,295.3658,355.6855,P33,longdress
90,1.372924,1.6725,-0.8272107,17.23093,295.5944,355.6119,P33,longdress
91,1.37315,1.672617,-0.8280252,17.07933,295.7782,355.6017,P33,longdress
92,1.373881,1.673062,-0.8293098,17.12284,295.9774,355.6088,P33,longdress
93,1.374898,1.673292,-0.8303354,17.08854,296.0517,355.6476,P33,longdress
94,1.375931,1.673211,-0.8311478,16.99552,296.2294,355.6954,P33,longdress
95,1.376438,1.673146,-0.8315951,16.98084,296.401,355.7471,P33,longdress
96,1.377192,1.673251,-0.8319205,17.00835,296.6937,355.7831,P33,longdress
97,1.378059,1.673445,-0.8318465,17.0168,296.9537,355.8861,P33,longdress
98,1.378453,1.673686,-0.8317798,16.96836,297.0434,355.9027,P33,longdress
99,1.379089,1.673815,-0.831825,16.88591,297.1804,355.8432,P33,longdress
100,1.380051,1.673886,-0.831883,16.85931,297.307,355.7936,P33,longdress
101,1.38138,1.673826,-0.832039,16.80637,297.4091,355.7291,P33,longdress
102,1.38284,1.673552,-0.832154,16.71481,297.5242,355.6323,P33,longdress
103,1.383721,1.67335,-0.8326125,16.70531,297.6895,355.6323,P33,longdress
104,1.384465,1.673253,-0.8327081,16.67833,297.7461,355.6518,P33,longdress
105,1.384994,1.673384,-0.8327871,16.65779,297.8227,355.6714,P33,longdress
106,1.385572,1.673728,-0.8328506,16.60908,297.9241,355.6779,P33,longdress
107,1.386359,1.674095,-0.833075,16.49837,298.0648,355.739,P33,longdress
108,1.387233,1.674404,-0.8335245,16.30675,298.1483,355.8072,P33,longdress
109,1.387964,1.674546,-0.8339438,16.14793,298.2144,355.8642,P33,longdress
110,1.388509,1.674574,-0.8344083,16.16376,298.28,355.9486,P33,longdress
111,1.389151,1.674663,-0.8347102,16.22824,298.2834,356.0103,P33,longdress
112,1.389529,1.674509,-0.8354049,16.22087,298.3162,356.1039,P33,longdress
113,1.390054,1.67439,-0.8359414,16.18268,298.3762,356.1527,P33,longdress
114,1.390623,1.674444,-0.8364719,16.18139,298.4691,356.2447,P33,longdress
115,1.391041,1.674905,-0.8370584,16.07828,298.5113,356.3372,P33,longdress
116,1.391438,1.675423,-0.8373442,15.92394,298.5084,356.3965,P33,longdress
117,1.391878,1.675787,-0.837567,15.80713,298.5295,356.4673,P33,longdress
118,1.392393,1.676263,-0.8379945,15.69507,298.5247,356.5227,P33,longdress
119,1.392987,1.676489,-0.8380345,15.6319,298.4726,356.4801,P33,longdress
120,1.394522,1.677322,-0.8379194,15.41899,298.3506,356.2354,P33,longdress
121,1.395391,1.677867,-0.83807,15.14928,298.3549,356.142,P33,longdress
122,1.396369,1.678692,-0.8381353,14.82084,298.4131,356.1026,P33,longdress
123,1.39727,1.67953,-0.8384672,14.52769,298.445,356.0724,P33,longdress
124,1.39819,1.68062,-0.8387791,14.28995,298.4577,356.0929,P33,longdress
125,1.39909,1.681664,-0.8391665,14.00198,298.5357,356.2286,P33,longdress
126,1.40042,1.683052,-0.8396713,13.46021,298.5096,356.4064,P33,longdress
127,1.402188,1.685283,-0.8401016,12.65237,298.3465,356.4932,P33,longdress
128,1.404035,1.688251,-0.8409031,11.59942,298.1632,356.5199,P33,longdress
129,1.405974,1.691515,-0.8418557,10.31462,298.0686,356.5196,P33,longdress
130,1.407793,1.694533,-0.8431444,8.994259,298.1129,356.5255,P33,longdress
131,1.409662,1.696946,-0.84434,7.705156,298.1923,356.5434,P33,longdress
132,1.411467,1.699045,-0.8455814,6.521494,298.2619,356.5387,P33,longdress
133,1.412729,1.70025,-0.8463476,5.880795,298.3451,356.5168,P33,longdress
134,1.414617,1.701303,-0.8481019,5.057106,298.4517,356.699,P33,longdress
135,1.41578,1.701354,-0.8497064,4.902157,298.4307,356.9823,P33,longdress
136,1.416849,1.700704,-0.8511022,4.819556,298.4174,357.1761,P33,longdress
137,1.417884,1.699744,-0.8522252,4.722394,298.4585,357.3237,P33,longdress
138,1.418418,1.699337,-0.8528484,4.724961,298.4034,357.3583,P33,longdress
139,1.419598,1.698882,-0.8539093,4.761251,298.3154,357.3766,P33,longdress
140,1.42033,1.69879,-0.8550341,4.678866,298.3326,357.3154,P33,longdress
141,1.421252,1.698898,-0.8559285,4.47673,298.3266,357.2824,P33,longdress
142,1.421975,1.698919,-0.8571323,4.325675,298.3629,357.3337,P33,longdress
143,1.422257,1.698657,-0.8577861,4.261891,298.3653,357.3887,P33,longdress
144,1.422881,1.69813,-0.8591255,4.255415,298.2415,357.4242,P33,longdress
145,1.423409,1.697556,-0.8602006,4.31059,298.0788,357.3997,P33,longdress
146,1.423936,1.69682,-0.8612316,4.323581,297.9174,357.3817,P33,longdress
147,1.424288,1.696528,-0.8618918,4.361341,297.7997,357.3905,P33,longdress
148,1.424634,1.695734,-0.8630885,4.484465,297.607,357.4209,P33,longdress
149,1.424614,1.695526,-0.8641258,4.663325,297.5306,357.4312,P33,longdress
150,1.424523,1.695175,-0.8651983,4.760858,297.4445,357.4934,P33,longdress
151,1.424366,1.695065,-0.8662871,4.816868,297.3134,357.5209,P33,longdress
152,1.424456,1.695062,-0.867039,4.913863,297.2483,357.504,P33,longdress
153,1.42443,1.695056,-0.8685384,5.020441,297.1601,357.4629,P33,longdress
154,1.424504,1.694984,-0.8695437,5.110965,297.1116,357.4442,P33,longdress
155,1.424543,1.694562,-0.870353,5.115495,297.0335,357.4437,P33,longdress
156,1.424405,1.694311,-0.8710568,5.135951,296.9355,357.4654,P33,longdress
157,1.42433,1.69409,-0.8714503,5.230857,296.9188,357.4763,P33,longdress
158,1.424157,1.694046,-0.8719232,5.254433,296.911,357.5272,P33,longdress
159,1.424156,1.693756,-0.8721749,5.27763,296.9141,357.5336,P33,longdress
160,1.424497,1.693472,-0.8723913,5.373303,296.9492,357.5163,P33,longdress
161,1.424715,1.693202,-0.8726069,5.36966,296.9942,357.4849,P33,longdress
162,1.424988,1.69306,-0.8726739,5.434872,297.0459,357.4066,P33,longdress
163,1.425071,1.692891,-0.8726764,5.614689,297.1052,357.3369,P33,longdress
164,1.424975,1.692922,-0.8729277,5.802608,297.1619,357.3062,P33,longdress
165,1.424847,1.692833,-0.8731176,5.99295,297.267,357.1612,P33,longdress
166,1.424758,1.69264,-0.8729118,6.28782,297.377,357.0573,P33,longdress
