inx,x,y,z,rx,ry,rz,p,v
126,-0.04222689,1.509055,-1.262217,18.79332,36.68756,357.0712,P07,longdress
127,-0.03517386,1.507072,-1.260999,19.60152,36.19104,356.8052,P07,longdress
128,-0.02095609,1.503566,-1.25798,22.22768,35.3702,356.7462,P07,longdress
129,-0.01496433,1.502121,-1.256959,23.65521,34.92568,356.8374,P07,longdress
130,-0.007168747,1.499253,-1.255878,24.95567,33.80546,356.8629,P07,longdress
131,0.000346631,1.49665,-1.25402,26.71269,32.81119,356.9124,P07,longdress
132,0.006654773,1.493575,-1.25227,28.4816,32.04435,356.8479,P07,longdress
133,0.01140595,1.490037,-1.250768,29.91712,31.30253,356.5568,P07,longdress
134,0.01529218,1.486519,-1.249334,31.72017,30.53993,356.0948,P07,longdress
135,0.01830759,1.483081,-1.248155,33.83279,29.79628,355.9517,P07,longdress
136,0.02069758,1.47948,-1.2476,35.4375,29.09327,355.4717,P07,longdress
137,0.02297208,1.476022,-1.247204,36.74986,28.5197,354.7522,P07,longdress
138,0.02530494,1.473431,-1.247241,37.9137,28.03119,353.9609,P07,longdress
139,0.02793672,1.471521,-1.247297,38.66451,27.58235,353.1599,P07,longdress
140,0.03191708,1.470742,-1.247648,39.18116,27.14999,352.3116,P07,longdress
141,0.03629638,1.470059,-1.248558,39.10466,26.9875,351.6142,P07,longdress
142,0.04126425,1.46911,-1.250182,39.15848,27.03123,351.0585,P07,longdress
143,0.04700041,1.468744,-1.252811,39.10556,26.72481,350.5055,P07,longdress
144,0.05307817,1.468399,-1.255812,38.93605,26.49348,350.1529,P07,longdress
145,0.06002491,1.468383,-1.259287,38.58979,26.41418,349.8829,P07,longdress
146,0.06746986,1.468829,-1.263354,38.30268,26.68976,349.8718,P07,longdress
147,0.07536807,1.469947,-1.267469,37.97963,26.83221,349.7186,P07,longdress
148,0.08048925,1.471138,-1.270478,37.75141,26.91072,349.6806,P07,longdress
149,0.09131829,1.473789,-1.2762,37.0816,27.65496,350.363,P07,longdress
150,0.0997656,1.474909,-1.279753,36.15075,28.41328,351.0789,P07,longdress
151,0.1082317,1.476691,-1.282842,35.84991,29.06577,351.4018,P07,longdress
152,0.1161663,1.478722,-1.285335,35.70401,29.39798,351.2734,P07,longdress
153,0.1242124,1.480653,-1.286792,35.45289,29.61958,350.9811,P07,longdress
154,0.1321647,1.48322,-1.287601,35.16429,29.87715,350.65,P07,longdress
155,0.1399707,1.485336,-1.288236,34.41552,30.21482,350.3535,P07,longdress
156,0.1483997,1.4872,-1.287276,33.90859,30.28303,350.1941,P07,longdress
157,0.1570252,1.488933,-1.285959,33.60264,30.41108,350.1107,P07,longdress
158,0.166038,1.489701,-1.283101,33.19865,30.36331,350.2468,P07,longdress
159,0.1759992,1.49016,-1.279025,32.67142,29.86608,350.0607,P07,longdress
160,0.1862586,1.490273,-1.274436,32.25332,29.82051,349.7249,P07,longdress
161,0.1976756,1.489815,-1.269142,31.75541,30.01736,349.6935,P07,longdress
162,0.2058532,1.488927,-1.265317,31.35166,29.98499,349.6576,P07,longdress
163,0.2231006,1.486053,-1.257128,30.27007,29.5421,349.8845,P07,longdress
164,0.2363283,1.483693,-1.251437,29.68007,29.36652,350.14,P07,longdress
165,0.2505631,1.48047,-1.245111,28.84068,28.9877,350.4375,P07,longdress
166,0.2654395,1.47754,-1.238374,28.37255,28.45972,350.6765,P07,longdress
167,0.279912,1.475576,-1.231384,27.85742,27.7989,350.9567,P07,longdress
168,0.2952335,1.47437,-1.223213,27.2563,27.27707,351.2296,P07,longdress
169,0.3110679,1.47476,-1.214505,26.86371,26.78868,351.7247,P07,longdress
170,0.3270636,1.476338,-1.205351,26.7205,26.55504,352.5309,P07,longdress
171,0.3431014,1.479755,-1.195857,26.66003,26.1833,353.3223,P07,longdress
172,0.3597161,1.485372,-1.186038,26.6682,25.57581,354.1768,P07,longdress
173,0.3768544,1.490465,-1.176502,26.42359,25.17988,355.3535,P07,longdress
174,0.3937569,1.493115,-1.168137,25.65137,24.4146,356.2315,P07,longdress
175,0.4106042,1.4942,-1.16148,24.6833,22.75592,356.6757,P07,longdress
176,0.422293,1.494435,-1.157551,24.61356,21.80462,356.7327,P07,longdress
177,0.4470661,1.495175,-1.151303,25.41977,20.81023,356.5299,P07,longdress
178,0.4674838,1.496325,-1.147106,25.83503,20.17301,356.4919,P07,longdress
179,0.4886528,1.498534,-1.143219,26.06452,19.08991,355.9525,P07,longdress
180,0.5100685,1.501793,-1.139844,26.07791,18.04275,355.0844,P07,longdress
181,0.5245388,1.503617,-1.137928,25.89402,17.26212,354.4412,P07,longdress
182,0.5548451,1.505128,-1.133411,25.64835,15.63798,352.8915,P07,longdress
183,0.5786738,1.505295,-1.130018,25.69975,14.51667,351.7701,P07,longdress
184,0.603428,1.504418,-1.12691,25.70008,13.03821,350.5968,P07,longdress
185,0.6295218,1.50222,-1.123586,25.85189,11.36854,349.6408,P07,longdress
186,0.6558667,1.498924,-1.120424,25.77199,9.69902,348.7758,P07,longdress
187,0.6829476,1.495434,-1.117657,25.66465,7.624576,347.8177,P07,longdress
188,0.7105423,1.492587,-1.114839,25.77821,5.276924,346.9888,P07,longdress
189,0.7387192,1.489358,-1.111869,25.73457,2.83218,346.5213,P07,longdress
190,0.7578068,1.486843,-1.110248,25.48701,1.135219,346.3419,P07,longdress
191,0.7963927,1.486397,-1.105617,25.91671,357.0638,345.7192,P07,longdress
192,0.8249027,1.486493,-1.10179,25.8411,354.1297,345.2496,P07,longdress
193,0.8531516,1.488838,-1.094649,26.03385,350.8633,344.1594,P07,longdress
194,0.8782247,1.493405,-1.089017,26.62343,347.7886,343.031,P07,longdress
195,0.8927969,1.495184,-1.086673,26.04306,345.6951,342.3706,P07,longdress
196,0.9202995,1.497166,-1.079623,25.44292,340.925,341.346,P07,longdress
197,0.9389708,1.49935,-1.0753,25.34753,337.6967,340.8727,P07,longdress
198,0.956493,1.501611,-1.071358,24.91304,334.625,340.3452,P07,longdress
199,0.9726623,1.503421,-1.066499,24.44385,332.2287,340.0775,P07,longdress
200,0.9883667,1.505117,-1.061136,23.90475,330.3518,340.0332,P07,longdress
201,1.002633,1.506355,-1.054833,23.13691,328.9134,340.44,P07,longdress
202,1.015762,1.506317,-1.047917,22.28303,327.6034,341.2548,P07,longdress
203,1.027197,1.505724,-1.040419,21.76841,326.0919,342.2199,P07,longdress
204,1.033836,1.504823,-1.035343,21.60584,325.2015,342.9097,P07,longdress
205,1.04501,1.502967,-1.023439,21.33293,323.8922,344.6381,P07,longdress
206,1.049659,1.501937,-1.017206,21.09377,323.3308,345.607,P07,longdress
207,1.055404,1.500258,-1.007817,20.78514,322.8665,347.2495,P07,longdress
208,1.060003,1.498439,-0.9981289,20.88066,322.634,348.8489,P07,longdress
209,1.063124,1.4956,-0.9876202,20.88186,322.6052,350.5875,P07,longdress
210,1.065183,1.492989,-0.9763778,21.01518,322.8089,352.5012,P07,longdress
211,1.066636,1.490229,-0.9652568,20.80385,323.0157,354.4521,P07,longdress
212,1.067623,1.490617,-0.9528904,21.34467,323.0452,355.6865,P07,longdress
213,1.070365,1.489734,-0.943117,20.74612,323.1811,356.7307,P07,longdress
214,1.075168,1.488742,-0.9335883,20.38466,321.7,357.7506,P07,longdress
215,1.081473,1.489496,-0.9259729,20.53864,320.0231,358.4787,P07,longdress
216,1.089603,1.490839,-0.9185521,20.34497,318.9136,358.8724,P07,longdress
217,1.098697,1.493642,-0.9104606,20.30194,316.9146,358.994,P07,longdress
218,1.108167,1.497739,-0.9032719,19.44326,315.0651,358.9429,P07,longdress
219,1.117492,1.502438,-0.8955736,18.32187,313.7143,358.774,P07,longdress
220,1.128504,1.507031,-0.8873831,16.72228,312.5409,358.9045,P07,longdress
221,1.140788,1.510609,-0.8792263,15.1828,310.9024,358.9661,P07,longdress
222,1.154053,1.513189,-0.87043,13.64168,309.1719,358.7663,P07,longdress
223,1.162835,1.51462,-0.863737,12.84291,308.1761,358.7229,P07,longdress
224,1.181556,1.517969,-0.8492815,11.9335,306.0448,358.7696,P07,longdress
225,1.196072,1.520023,-0.837109,11.10311,304.6223,358.6382,P07,longdress
226,1.210439,1.521663,-0.8228478,9.860634,303.7412,358.6705,P07,longdress
227,1.225471,1.523806,-0.8068092,9.038787,303.1601,359.0933,P07,longdress
228,1.241215,1.525994,-0.7896176,8.034684,301.6243,359.2949,P07,longdress
229,1.255503,1.528796,-0.7709167,7.542249,299.8556,359.2597,P07,longdress
230,1.26964,1.530684,-0.751507,7.098118,298.3652,359.1473,P07,longdress
231,1.284138,1.531497,-0.7309858,6.628729,296.6177,359.2011,P07,longdress
232,1.298829,1.531626,-0.7084825,6.61876,293.9478,359.1692,P07,longdress
233,1.312997,1.531125,-0.6856239,6.21198,291.4503,359.2287,P07,longdress
234,1.326932,1.532829,-0.661372,6.681809,288.8869,359.3654,P07,longdress
235,1.3397,1.538028,-0.6354728,8.840616,286.6938,359.8157,P07,longdress
236,1.353352,1.540535,-0.6115639,8.066893,284.4432,359.9731,P07,longdress
237,1.360805,1.542781,-0.5962562,7.691903,283.0092,359.2751,P07,longdress
238,1.378617,1.546589,-0.5691243,7.475336,281.5101,357.8824,P07,longdress
239,1.39112,1.547375,-0.5519431,7.194362,280.549,357.3037,P07,longdress
240,1.403497,1.547505,-0.5362912,7.364794,279.4461,356.6186,P07,longdress
241,1.415549,1.547656,-0.5223082,7.377448,278.5389,356.3322,P07,longdress
242,1.423027,1.547694,-0.5131369,7.180407,277.8764,356.3337,P07,longdress
243,1.437436,1.547775,-0.4959669,6.900745,276.2162,356.632,P07,longdress
244,1.447482,1.547101,-0.484657,6.464694,274.9442,356.717,P07,longdress
245,1.457876,1.546321,-0.4739858,6.06689,273.9991,356.7357,P07,longdress
246,1.468295,1.545102,-0.4646686,5.731546,272.9862,356.7604,P07,longdress
247,1.478003,1.543936,-0.4554264,5.606519,272.3238,356.8898,P07,longdress
248,1.487478,1.54291,-0.4465334,5.464011,272.0244,357.4427,P07,longdress
249,1.496121,1.541674,-0.437741,5.219969,271.6729,358.1439,P07,longdress
250,1.504221,1.539928,-0.4295388,5.380596,271.3212,358.9741,P07,longdress
251,1.510247,1.538541,-0.4248994,5.897183,270.9735,359.304,P07,longdress
252,1.521532,1.534497,-0.4156001,6.642807,269.7526,359.0893,P07,longdress
253,1.52926,1.531422,-0.4086806,7.573905,269.3265,358.854,P07,longdress
254,1.535825,1.53038,-0.40151,8.99735,268.8048,358.8537,P07,longdress
255,1.542416,1.529241,-0.3952788,8.720604,268.3272,358.912,P07,longdress
256,1.546238,1.528529,-0.3909434,8.61477,268.0245,359.1635,P07,longdress
257,1.55382,1.527871,-0.3821924,8.629014,267.3307,359.921,P07,longdress
258,1.560576,1.527264,-0.375512,8.443598,266.8622,359.889,P07,longdress
259,1.566553,1.526262,-0.3683899,8.347553,266.2942,359.7335,P07,longdress
260,1.569504,1.52607,-0.3632559,8.721786,266.175,359.5652,P07,longdress
261,1.575053,1.526828,-0.3548118,9.006287,265.8759,358.8272,P07,longdress
262,1.580261,1.527818,-0.3465095,8.451285,265.3286,357.8305,P07,longdress
263,1.584684,1.529472,-0.3380468,8.25037,264.7703,357.079,P07,longdress
264,1.589253,1.531749,-0.3285686,8.341654,264.1935,356.6932,P07,longdress
265,1.593732,1.533127,-0.3182856,7.883113,263.7263,356.5839,P07,longdress
266,1.597127,1.533967,-0.3075078,7.32113,263.6025,356.761,P07,longdress
267,1.600092,1.534439,-0.2959766,7.394282,263.5598,356.497,P07,longdress
268,1.602445,1.534469,-0.2840779,7.36546,263.5162,356.0633,P07,longdress
269,1.604055,1.534027,-0.2714586,7.341776,263.2223,355.7476,P07,longdress
270,1.60473,1.533879,-0.2581684,7.362506,262.7883,355.6676,P07,longdress
271,1.604738,1.533582,-0.2443325,7.185775,262.2501,355.5906,P07,longdress
272,1.60438,1.533267,-0.2293548,7.071972,261.3884,355.2592,P07,longdress
273,1.604246,1.532436,-0.2140006,6.790038,260.7187,355.1143,P07,longdress
274,1.603465,1.531627,-0.1971528,6.450145,260.036,355.1132,P07,longdress
275,1.60306,1.530791,-0.1792966,6.226956,259.1803,355.3328,P07,longdress
276,1.601841,1.52984,-0.1610453,6.045786,258.2112,355.6216,P07,longdress
277,1.600795,1.529878,-0.142067,6.030417,257.244,356.0663,P07,longdress
278,1.598642,1.530173,-0.123029,5.914814,256.1872,356.7148,P07,longdress
279,1.596244,1.530158,-0.1041763,6.218583,255.0992,357.3688,P07,longdress
280,1.593823,1.530131,-0.08545664,6.756158,254.0041,357.8067,P07,longdress
281,1.589605,1.530522,-0.06761514,7.876901,252.9648,358.0631,P07,longdress
282,1.58676,1.531134,-0.04987966,8.425117,251.8671,357.9065,P07,longdress
283,1.584415,1.531929,-0.03326207,8.212988,250.6577,357.5943,P07,longdress
284,1.582804,1.532164,-0.02280705,8.039947,250.057,357.4666,P07,longdress
285,1.58063,1.532369,-0.001925854,8.401816,248.7796,357.2965,P07,longdress
286,1.580669,1.532795,0.009286124,8.404294,248.0306,357.1248,P07,longdress
287,1.580001,1.533334,0.02157037,8.502702,247.3959,356.9578,P07,longdress
288,1.580613,1.533633,0.03319538,9.053436,246.8997,356.7428,P07,longdress
289,1.5822,1.533082,0.04419605,9.322625,246.3475,356.5375,P07,longdress
290,1.584351,1.531497,0.05441805,9.363811,245.5839,356.3426,P07,longdress
291,1.58662,1.529146,0.06339987,10.07071,244.9749,356.1643,P07,longdress
292,1.58926,1.526187,0.0713997,11.27889,244.4113,355.8988,P07,longdress
293,1.591901,1.521865,0.07858083,12.13603,243.9395,355.6404,P07,longdress
294,1.589614,1.518744,0.08803968,13.76152,243.7128,355.3457,P07,longdress
295,1.592592,1.513997,0.09311757,15.7869,243.4419,355.2184,P07,longdress
296,1.596993,1.508259,0.09760325,17.2494,243.1014,355.3055,P07,longdress
297,1.601861,1.502362,0.1016206,18.82864,243.0654,355.7605,P07,longdress
298,1.605998,1.498896,0.1036207,19.73653,242.9456,356.0276,P07,longdress
299,1.61309,1.493227,0.1079601,21.40089,242.5223,356.0524,P07,longdress
300,1.620351,1.489459,0.1111528,21.87709,242.1636,356.1871,P07,longdress
1,1.200889,1.477183,-1.386274,24.00049,328.42,5.167376,P08,longdress
2,1.19924,1.479129,-1.386449,22.96749,328.1662,5.36074,P08,longdress
3,1.195664,1.483421,-1.389011,21.12234,327.9416,5.509272,P08,longdress
4,1.19369,1.486085,-1.39031,20.40903,327.894,5.549475,P08,longdress
5,1.189713,1.49109,-1.393922,18.96668,327.8404,5.517454,P08,longdress
6,1.187566,1.493209,-1.395861,18.07645,327.6305,5.492869,P08,longdress
7,1.182425,1.497891,-1.399612,16.69293,327.9857,5.388506,P08,longdress
8,1.179822,1.500331,-1.401438,16.19443,328.2096,5.52419,P08,longdress
9,1.177375,1.501655,-1.403529,15.3543,328.3782,5.594967,P08,longdress
10,1.172162,1.504484,-1.407983,13.50964,328.3571,5.204141,P08,longdress
11,1.168668,1.506858,-1.411728,11.83281,328.1386,4.680768,P08,longdress
12,1.167281,1.507722,-1.413256,10.9183,328.0472,4.530383,P08,longdress
13,1.164556,1.510455,-1.415645,9.834784,328.4083,4.383915,P08,longdress
14,1.163777,1.511052,-1.415924,9.790355,328.4625,4.38453,P08,longdress
15,1.161621,1.512546,-1.416556,9.395152,328.2786,4.209952,P08,longdress
16,1.159566,1.514113,-1.417158,8.969048,328.0731,3.852891,P08,longdress
17,1.157917,1.515097,-1.417578,8.250628,327.6661,3.571395,P08,longdress
18,1.15667,1.515984,-1.417967,7.901733,327.5239,3.357339,P08,longdress
19,1.154427,1.517124,-1.418213,7.408529,327.5298,2.867535,P08,longdress
20,1.15307,1.517982,-1.417716,7.047868,327.6823,2.779219,P08,longdress
21,1.151796,1.518663,-1.417279,5.993082,327.8433,2.732319,P08,longdress
22,1.150901,1.519374,-1.417104,5.660394,328,2.714197,P08,longdress
23,1.150231,1.519648,-1.417292,5.052187,328.2118,2.70863,P08,longdress
24,1.149129,1.519864,-1.41819,4.394756,328.4213,2.973194,P08,longdress
25,1.148514,1.520383,-1.418881,4.132192,328.9097,3.248736,P08,longdress
26,1.14794,1.520403,-1.419726,3.877618,329.3635,3.516941,P08,longdress
27,1.147327,1.520199,-1.420363,3.660648,329.7332,3.94447,P08,longdress
28,1.146828,1.520132,-1.420741,3.611502,330.0682,4.259861,P08,longdress
29,1.146089,1.520651,-1.420729,3.479842,330.5632,4.470012,P08,longdress
30,1.14532,1.521047,-1.420827,3.108921,331.0967,4.706598,P08,longdress
31,1.144817,1.521592,-1.420828,2.58147,331.7639,4.812279,P08,longdress
32,1.14483,1.521948,-1.42078,2.300107,332.1981,4.829741,P08,longdress
33,1.144236,1.522741,-1.421146,1.767828,332.9779,4.842458,P08,longdress
34,1.143528,1.523942,-1.421375,1.649136,333.5461,5.011561,P08,longdress
35,1.142986,1.524774,-1.421323,1.303896,333.9001,5.176047,P08,longdress
36,1.141763,1.526033,-1.421556,1.033251,334.2993,5.296252,P08,longdress
37,1.140864,1.52653,-1.421843,0.7329033,334.4886,5.459829,P08,longdress
38,1.139136,1.526857,-1.422188,0.2973756,334.9254,5.756792,P08,longdress
39,1.138035,1.526746,-1.422552,359.9862,335.2173,5.834222,P08,longdress
40,1.136663,1.526437,-1.422964,359.8751,335.5613,6.02048,P08,longdress
41,1.135581,1.526208,-1.423166,0.015477,335.8123,6.242764,P08,longdress
42,1.134586,1.526151,-1.423579,359.9684,336.1382,6.419459,P08,longdress
43,1.133402,1.526162,-1.423483,359.8027,336.5338,6.48989,P08,longdress
44,1.132362,1.526156,-1.423456,359.6783,336.832,6.571546,P08,longdress
45,1.131286,1.526182,-1.423763,359.6837,337.153,6.658407,P08,longdress
46,1.130572,1.526351,-1.423851,359.5389,337.3551,6.667906,P08,longdress
47,1.129242,1.526094,-1.424412,359.2872,337.7232,6.720842,P08,longdress
48,1.128298,1.526135,-1.424529,359.0866,337.9401,6.745829,P08,longdress
49,1.127135,1.52589,-1.424635,358.9008,338.3124,6.768323,P08,longdress
50,1.126104,1.525575,-1.424838,358.9923,338.5862,6.828429,P08,longdress
51,1.12544,1.525615,-1.424804,359.0993,338.8883,6.77809,P08,longdress
52,1.124335,1.525409,-1.424562,359.0744,339.2286,6.763875,P08,longdress
53,1.123353,1.525083,-1.424387,359.1163,339.4757,6.792675,P08,longdress
54,1.122169,1.524886,-1.423843,359.076,339.7927,6.685997,P08,longdress
55,1.121028,1.524897,-1.423649,358.8722,340.0115,6.656096,P08,longdress
56,1.120159,1.524847,-1.423491,358.4873,340.292,6.624989,P08,longdress
57,1.119319,1.524832,-1.423535,357.9362,340.574,6.606798,P08,longdress
58,1.118563,1.52537,-1.423945,357.4967,340.8913,6.583518,P08,longdress
59,1.118112,1.52594,-1.424052,356.9362,341.101,6.399246,P08,longdress
60,1.117312,1.526928,-1.424402,356.1336,341.3569,6.239529,P08,longdress
61,1.116979,1.527184,-1.424603,355.6058,341.4363,6.16517,P08,longdress
62,1.116219,1.527809,-1.425252,355.0793,341.8024,6.034618,P08,longdress
63,1.115551,1.528142,-1.42601,354.6964,341.8861,5.993215,P08,longdress
64,1.114794,1.528373,-1.426889,354.6201,342.2784,5.82368,P08,longdress
65,1.114283,1.528692,-1.427333,354.1564,342.4276,5.663233,P08,longdress
66,1.113713,1.528664,-1.428773,353.7394,342.535,5.722072,P08,longdress
67,1.113126,1.52921,-1.429441,353.6097,342.7202,5.698461,P08,longdress
68,1.112008,1.529341,-1.430826,352.9548,342.9122,5.639277,P08,longdress
69,1.11139,1.529346,-1.431865,352.7838,343.0113,5.605977,P08,longdress
70,1.110772,1.52933,-1.432697,352.7772,343.0641,5.644732,P08,longdress
71,1.109612,1.52922,-1.433619,352.5052,342.6183,5.570279,P08,longdress
72,1.108598,1.529476,-1.434785,352.2866,342.5374,5.503585,P08,longdress
73,1.10787,1.529414,-1.435117,352.1442,342.6001,5.430273,P08,longdress
74,1.106263,1.529357,-1.436567,352.7099,342.584,5.613873,P08,longdress
75,1.105234,1.529364,-1.43681,353.1429,342.4804,5.682483,P08,longdress
76,1.103973,1.529477,-1.437606,353.589,342.1614,5.525891,P08,longdress
77,1.103262,1.529445,-1.438049,353.7436,342.0877,5.489679,P08,longdress
78,1.101522,1.530063,-1.438573,354.6747,341.8655,5.586341,P08,longdress
79,1.1006,1.530807,-1.439303,355.1526,341.6356,5.563974,P08,longdress
80,1.099212,1.532495,-1.43984,355.9419,340.9423,5.301762,P08,longdress
81,1.098797,1.533294,-1.44021,356.1442,340.4783,4.902692,P08,longdress
82,1.096905,1.536653,-1.440262,356.3138,339.8002,3.595956,P08,longdress
83,1.095536,1.538278,-1.440011,356.4249,339.7348,3.047501,P08,longdress
84,1.094207,1.539404,-1.439549,356.0878,339.6379,2.642213,P08,longdress
85,1.091396,1.539779,-1.438566,355.8984,339.5385,2.152791,P08,longdress
86,1.088766,1.538629,-1.437785,355.5566,339.7057,1.759492,P08,longdress
87,1.087939,1.537448,-1.43681,355.2852,339.8044,1.763827,P08,longdress
88,1.08814,1.535083,-1.432899,355.2622,339.8236,2.03747,P08,longdress
89,1.089176,1.534034,-1.431106,355.7657,339.8448,2.100636,P08,longdress
90,1.093667,1.531805,-1.427431,357.1667,339.8297,2.321347,P08,longdress
91,1.097198,1.530962,-1.425468,357.574,339.7399,2.221697,P08,longdress
92,1.104814,1.529293,-1.419936,358.2555,339.3445,1.952117,P08,longdress
93,1.109023,1.528246,-1.416577,358.55,338.7781,1.628921,P08,longdress
94,1.113875,1.527045,-1.412851,358.5573,338.4009,1.306607,P08,longdress
